episode_id,p1_archetype,p2_archetype,outcome,duration_sec,boss_hp_remaining,total_damage_to_boss,total_damage_to_players,p1_skills_unlocked,p2_skills_unlocked,phase_reached,cumulative_reward,boss_travel_dist,idle_ratio,fwd_ratio,rot_ratio,back_ratio
17,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.708,609.9,0.004,0.580,0.092,0.323
18,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.264,619.9,0.004,0.629,0.094,0.272
19,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.101,608.7,0.003,0.583,0.097,0.318
20,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.240,614.1,0.011,0.629,0.099,0.261
21,Melee,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.086,595.6,0.006,0.530,0.096,0.369
22,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.908,621.1,0.006,0.633,0.092,0.269
23,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.785,595.9,0.004,0.535,0.100,0.361
24,CC,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.425,593.2,0.004,0.531,0.103,0.362
25,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,2.190,609.1,0.007,0.601,0.100,0.292
26,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.833,584.8,0.006,0.559,0.129,0.307
27,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.948,620.4,0.004,0.620,0.089,0.287
28,Melee,Melee,BossWin,84.8,1.000,0,0,0,0,0,7.900,572.7,0.004,0.573,0.093,0.330
29,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.012,612.1,0.004,0.602,0.098,0.297
30,CC,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.633,587.6,0.002,0.553,0.124,0.320
31,Hybrid,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.529,603.9,0.007,0.575,0.099,0.319
32,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.705,625.7,0.003,0.659,0.097,0.241
33,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.023,610.6,0.001,0.577,0.092,0.330
34,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.483,611.0,0.008,0.628,0.107,0.258
35,Hybrid,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.523,600.7,0.002,0.567,0.106,0.326
36,Melee,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,6.505,598.7,0.003,0.527,0.091,0.379
37,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.004,610.1,0.003,0.606,0.103,0.288
38,Hybrid,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.779,598.4,0.011,0.580,0.107,0.302
39,CC,Melee,BossWin,83.5,1.000,0,0,0,0,0,6.554,582.3,0.003,0.653,0.090,0.254
40,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,3.250,605.3,0.001,0.595,0.110,0.293
41,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,3.398,627.3,0.006,0.666,0.094,0.233
42,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.546,628.2,0.002,0.668,0.097,0.233
43,Melee,Melee,BossWin,73.9,1.000,0,0,0,0,0,6.821,492.7,0.000,0.584,0.116,0.299
44,Melee,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.796,600.3,0.007,0.550,0.094,0.349
45,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.672,605.2,0.005,0.561,0.092,0.342
46,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.187,647.8,0.004,0.702,0.073,0.221
47,Hybrid,Hybrid,BossWin,86.2,1.000,0,0,0,0,0,6.316,594.1,0.001,0.632,0.097,0.269
48,Melee,Melee,BossWin,69.0,1.000,0,0,0,0,0,7.170,470.8,0.009,0.634,0.102,0.256
49,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.721,614.6,0.003,0.637,0.109,0.251
50,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.649,597.7,0.003,0.563,0.109,0.326
51,Melee,Melee,BossWin,77.6,1.000,0,0,0,0,0,7.477,507.4,0.003,0.549,0.120,0.327
52,Hybrid,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.212,604.4,0.001,0.590,0.110,0.299
53,Melee,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.853,608.2,0.006,0.622,0.111,0.260
54,CC,Melee,BossWin,70.5,1.000,0,0,0,0,0,5.787,501.5,0.005,0.718,0.092,0.184
55,CC,Melee,BossWin,82.4,1.000,0,0,0,0,0,5.342,583.9,0.003,0.680,0.083,0.234
56,Hybrid,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.083,610.5,0.002,0.602,0.102,0.293
57,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,3.913,630.4,0.009,0.698,0.099,0.194
58,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,7.255,632.5,0.000,0.691,0.101,0.208
59,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.068,629.2,0.002,0.653,0.089,0.256
60,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.474,617.8,0.002,0.637,0.103,0.258
61,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,3.491,628.4,0.004,0.689,0.103,0.203
62,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,3.425,630.8,0.004,0.689,0.099,0.208
63,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.290,595.1,0.000,0.622,0.142,0.236
64,Hybrid,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.524,634.8,0.004,0.722,0.106,0.168
65,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.372,628.6,0.003,0.681,0.101,0.214
66,Melee,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,7.070,593.0,0.005,0.597,0.130,0.268
67,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.223,616.6,0.005,0.649,0.108,0.238
68,Hybrid,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,6.540,610.4,0.002,0.642,0.120,0.236
69,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.336,630.0,0.004,0.709,0.109,0.178
70,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.492,638.7,0.001,0.716,0.099,0.185
71,Hybrid,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.341,618.1,0.001,0.671,0.119,0.209
72,Hybrid,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.891,613.3,0.004,0.634,0.109,0.252
73,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.599,629.8,0.003,0.705,0.109,0.183
74,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.634,626.7,0.002,0.694,0.111,0.193
75,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,3.399,636.9,0.003,0.718,0.101,0.178
76,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.326,644.3,0.003,0.740,0.097,0.160
77,Melee,CC,BossWin,72.6,1.000,0,0,0,0,0,6.652,482.5,0.004,0.630,0.135,0.232
78,Hybrid,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.365,597.1,0.006,0.615,0.130,0.249
79,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.830,637.6,0.001,0.719,0.102,0.178
80,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.268,611.5,0.002,0.648,0.120,0.230
81,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.243,606.2,0.001,0.640,0.128,0.231
82,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.076,598.5,0.002,0.609,0.128,0.261
83,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.626,621.1,0.004,0.688,0.117,0.191
84,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,4.963,629.0,0.001,0.697,0.109,0.193
85,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.335,624.1,0.002,0.686,0.112,0.200
86,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.520,593.1,0.003,0.611,0.138,0.248
87,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.916,621.6,0.001,0.667,0.110,0.222
88,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.553,609.4,0.004,0.647,0.121,0.228
89,CC,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.272,611.8,0.000,0.623,0.111,0.266
90,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.360,618.1,0.003,0.690,0.124,0.182
91,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.773,605.6,0.004,0.671,0.139,0.186
92,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,7.702,623.0,0.008,0.709,0.119,0.164
93,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.635,620.3,0.003,0.679,0.116,0.202
94,Melee,Melee,BossWin,66.5,1.000,0,0,0,0,0,7.195,456.4,0.008,0.673,0.113,0.207
95,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.239,622.3,0.003,0.686,0.116,0.196
96,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.554,641.5,0.004,0.745,0.103,0.148
97,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.095,647.3,0.007,0.747,0.090,0.156
98,Melee,Hybrid,BossWin,79.5,1.000,0,0,0,0,0,7.598,523.1,0.003,0.635,0.150,0.213
99,Melee,Melee,BossWin,52.4,1.000,0,0,0,0,0,5.702,348.7,0.005,0.628,0.132,0.235
100,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.280,624.6,0.003,0.696,0.114,0.187
101,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.892,615.8,0.006,0.641,0.106,0.248
102,CC,Melee,BossWin,86.8,1.000,0,0,0,0,0,6.686,593.7,0.009,0.650,0.106,0.235
103,Hybrid,Melee,BossWin,85.8,1.000,0,0,0,0,0,8.332,611.8,0.001,0.731,0.099,0.169
104,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.312,646.1,0.002,0.746,0.097,0.154
105,Melee,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,7.872,612.0,0.004,0.665,0.126,0.206
106,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.438,618.2,0.007,0.664,0.110,0.219
107,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.881,614.5,0.006,0.661,0.117,0.217
108,Ranged,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,5.229,623.4,0.007,0.698,0.114,0.181
109,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.465,638.8,0.006,0.748,0.108,0.139
110,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.462,640.1,0.004,0.730,0.099,0.167
111,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.421,629.5,0.003,0.722,0.117,0.158
112,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.903,619.4,0.004,0.688,0.120,0.188
113,Melee,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.856,619.4,0.006,0.701,0.124,0.169
114,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.087,628.3,0.002,0.714,0.117,0.167
115,Melee,Hybrid,BossWin,61.0,1.000,0,0,0,0,0,6.557,404.5,0.005,0.625,0.136,0.234
116,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.644,617.3,0.004,0.673,0.118,0.206
117,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.657,647.9,0.002,0.774,0.106,0.119
118,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,3.406,642.0,0.006,0.737,0.097,0.160
119,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.043,618.7,0.003,0.688,0.123,0.186
120,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.079,622.1,0.007,0.688,0.112,0.193
121,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.602,638.9,0.006,0.744,0.106,0.144
122,Melee,CC,BossWin,77.2,1.000,0,0,0,0,0,6.633,527.3,0.006,0.720,0.141,0.133
123,Hybrid,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,8.066,621.6,0.007,0.714,0.124,0.154
124,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.740,628.0,0.004,0.717,0.117,0.163
125,Hybrid,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.139,627.2,0.003,0.736,0.128,0.133
126,CC,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.987,645.1,0.003,0.761,0.104,0.132
127,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.771,619.0,0.004,0.697,0.125,0.174
128,Melee,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,7.697,615.3,0.007,0.699,0.130,0.164
129,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.025,631.4,0.005,0.708,0.106,0.182
130,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.761,654.6,0.002,0.783,0.096,0.118
131,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,6.125,634.6,0.001,0.732,0.113,0.153
132,CC,Melee,BossWin,83.5,1.000,0,0,0,0,0,6.631,580.6,0.004,0.710,0.119,0.168
133,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.305,632.6,0.009,0.738,0.112,0.141
134,Melee,Melee,BossWin,62.7,1.000,0,0,0,0,0,7.094,407.0,0.014,0.638,0.155,0.193
135,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.422,627.8,0.010,0.733,0.118,0.139
136,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,3.351,639.2,0.004,0.765,0.117,0.114
137,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,3.542,648.3,0.005,0.776,0.103,0.116
138,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.452,620.6,0.006,0.701,0.122,0.171
139,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,6.312,632.4,0.006,0.740,0.117,0.138
140,Ranged,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,4.551,626.7,0.004,0.728,0.123,0.144
141,Hybrid,Hybrid,BossWin,76.1,1.000,0,0,0,0,0,6.582,537.3,0.001,0.736,0.113,0.150
142,CC,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.661,596.9,0.006,0.654,0.147,0.193
143,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,3.639,629.7,0.005,0.710,0.110,0.176
144,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.108,612.9,0.004,0.680,0.130,0.187
145,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.435,630.4,0.006,0.737,0.119,0.139
146,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.000,639.7,0.009,0.749,0.103,0.139
147,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,5.600,627.8,0.002,0.725,0.122,0.150
148,CC,Hybrid,EngageTimeout,90.0,1.000,0,0,0,0,0,6.524,639.3,0.010,0.760,0.108,0.122
149,CC,Melee,EngageTimeout,90.0,1.000,0,0,0,0,0,6.383,646.8,0.005,0.754,0.097,0.144
150,Melee,Hybrid,BossWin,76.2,1.000,0,0,0,0,0,7.670,532.6,0.004,0.738,0.123,0.135
151,Ranged,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,4.340,640.3,0.002,0.747,0.109,0.142
152,Hybrid,Melee,BossWin,85.7,1.000,0,0,0,0,0,6.795,586.6,0.003,0.696,0.131,0.171
153,Melee,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,8.070,602.2,0.006,0.664,0.140,0.190
154,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,7.931,574.6,0.015,0.621,0.166,0.198
155,CC,CC,EngageTimeout,90.0,1.000,0,0,0,0,0,5.575,640.4,0.001,0.748,0.110,0.141
156,Melee,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,5.479,633.0,0.015,0.730,0.102,0.153
157,Hybrid,Melee,BossWin,81.2,1.000,0,0,0,0,0,8.614,561.5,0.009,0.710,0.118,0.163
158,Melee,Melee,BossWin,68.8,1.000,0,0,0,0,0,6.363,451.6,0.009,0.666,0.160,0.166
159,CC,Melee,BossWin,72.5,1.000,0,0,0,0,0,7.350,515.2,0.006,0.754,0.109,0.131
160,Ranged,Ranged,EngageTimeout,90.0,1.000,0,0,0,0,0,4.139,626.2,0.006,0.705,0.113,0.176
161,Melee,Melee,BossWin,65.9,1.000,0,0,0,0,0,6.388,427.6,0.014,0.653,0.162,0.171
