Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
379,BossLose,BossDeath,46.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,6,9,13,-3.388,-1.0,-1.0,-1.0,-1.0,215.2,3,39.8,18.3,66.8,33.8,14.1,38.8,72.5,24.8,103.8,2775.6,11054.9,5766.2,14,0.001,0.922,0.077,0.839,0.189,33.6,0.00,0,1959,441
380,BossLose,BossDeath,56.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,227,2000,0.00,0.45,0.79,1,10,6,14,-2.629,-1.0,-1.0,-1.0,-1.0,265.0,3,37.1,7.7,60.0,33.0,7.2,44.9,69.0,33.8,92.2,5300.6,11086.3,10467.3,32,0.001,0.933,0.066,0.752,0.250,26.3,0.00,1,2137,868
381,BossLose,BossDeath,37.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,5,7,8,-7.711,-1.0,-1.0,-1.0,-1.0,174.2,3,36.3,11.2,50.8,34.7,14.2,43.0,70.3,29.0,82.2,2817.4,10798.4,5961.1,18,0.001,0.925,0.074,0.785,0.406,32.3,0.00,0,1479,451
382,BossLose,BossDeath,41.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,7,8,10,-3.197,-1.0,-1.0,-1.0,-1.0,192.2,3,37.0,12.0,46.1,33.6,14.2,39.7,69.8,22.6,82.4,3373.6,9139.9,6303.5,44,0.001,0.935,0.063,0.858,0.426,34.8,0.00,0,1764,340
383,BossLose,BossDeath,36.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,103,2000,0.00,0.83,0.83,1,6,6,7,-5.983,-1.0,-1.0,-1.0,-1.0,169.7,3,38.0,11.1,59.5,33.8,14.2,40.5,70.7,22.6,92.9,2956.6,12140.8,5226.4,47,0.002,0.935,0.063,0.782,0.760,32.2,0.00,0,1420,405
384,BossLose,BossDeath,44.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,7,11,-4.182,-1.0,-1.0,-1.0,-1.0,211.4,3,36.6,14.2,54.5,33.7,11.7,38.5,69.4,29.0,90.6,3899.0,10126.5,6666.8,27,0.001,0.947,0.052,0.781,0.950,31.1,0.00,0,1743,573
385,BossLose,BossDeath,50.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,75,2000,0.00,0.87,0.87,1,14,10,11,-3.961,-1.0,-1.0,-1.0,-1.0,233.4,3,36.6,13.1,46.7,37.1,10.8,51.6,72.5,19.9,93.0,6216.2,10677.2,14600.4,44,0.000,0.923,0.077,0.767,0.975,34.5,0.00,0,1941,631
386,BossLose,BossDeath,51.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,15,12,11,-0.627,-1.0,-1.0,-1.0,-1.0,240.3,3,38.3,12.5,42.5,34.8,17.5,40.0,72.2,22.1,79.3,2759.3,11378.8,5538.8,39,0.000,0.928,0.071,0.946,0.950,34.6,0.00,0,2449,295
387,BossLose,BossDeath,43.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,74,2000,0.00,1.00,0.75,1,13,9,11,-9.463,-1.0,-1.0,-1.0,-1.0,201.8,3,36.3,14.2,62.4,34.3,11.0,54.5,69.5,22.6,99.2,3125.2,12903.1,6594.9,37,0.001,0.919,0.080,0.667,0.908,31.0,0.00,0,1463,709
388,BossLose,BossDeath,64.7,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,17,2000,0.00,0.94,1.00,1,12,10,16,3.424,-1.0,-1.0,-1.0,-1.0,302.4,3,38.3,11.1,42.3,34.5,18.2,39.4,72.0,22.1,79.3,3122.6,12348.5,6942.9,41,0.001,0.934,0.065,0.958,0.514,32.6,0.00,0,3100,349
389,BossLose,BossDeath,76.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,13,2000,0.00,1.00,0.96,1,26,14,13,-4.046,-1.0,-1.0,-1.0,-1.0,359.1,3,34.2,13.1,53.5,36.7,10.8,52.0,69.5,19.9,96.6,5522.7,12189.6,15404.3,43,0.000,0.935,0.065,0.605,0.969,31.2,0.00,0,2326,1437
390,BossLose,BossDeath,66.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,94,2000,0.00,0.69,1.00,1,22,10,16,-1.574,-1.0,-1.0,-1.0,-1.0,309.8,3,38.9,12.4,50.9,34.7,14.2,40.5,72.7,22.6,89.5,3046.5,11463.9,5951.0,66,0.001,0.933,0.066,0.889,0.927,35.1,0.00,1,2952,508
391,BossLose,BossDeath,32.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,4,6,7,10.462,9.3,-1.0,-1.0,-1.0,143.6,3,35.6,4.8,53.9,33.7,11.1,44.6,68.9,29.0,88.8,2161.4,10367.5,6616.6,3,0.001,0.893,0.106,0.953,0.322,35.3,0.00,0,1532,149
392,BossLose,BossDeath,72.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,232,2000,0.00,0.95,0.28,3,15,15,15,-6.182,-1.0,-1.0,-1.0,-1.0,346.2,3,34.8,11.9,47.4,34.3,14.1,47.9,67.6,29.0,91.7,6045.2,8910.7,11029.5,50,0.001,0.956,0.043,0.476,0.511,28.2,0.00,3,1722,1761
393,BossLose,BossDeath,44.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,74,2000,0.00,1.00,0.75,1,10,9,10,-3.622,-1.0,-1.0,-1.0,-1.0,207.2,3,38.2,14.1,44.9,34.5,18.2,40.1,71.5,24.8,80.2,3051.4,11347.0,5467.0,38,0.001,0.938,0.061,0.880,0.954,32.1,0.00,1,1945,334
394,BossLose,BossDeath,38.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,32,2000,0.00,1.00,0.89,1,9,7,9,-7.130,-1.0,-1.0,-1.0,-1.0,181.9,3,36.7,14.1,55.7,33.5,11.5,41.1,69.6,29.0,91.6,3608.0,11329.6,5982.5,23,0.002,0.944,0.054,0.739,0.927,29.5,0.00,0,1424,519
395,BossLose,BossDeath,51.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,110,2000,0.00,0.63,1.00,1,9,9,15,-4.032,-1.0,-1.0,-1.0,-1.0,226.8,3,32.6,10.8,62.6,34.9,14.1,41.6,65.5,24.8,97.1,5046.4,14278.8,5704.4,41,0.000,0.876,0.124,0.642,0.264,27.2,0.00,1,1661,836
396,BossLose,BossDeath,56.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,171,2000,0.00,1.00,0.43,3,12,6,15,11.838,21.6,-1.0,-1.0,-1.0,270.8,3,33.7,2.2,48.1,32.3,11.7,43.5,63.8,22.1,90.6,4965.1,10628.6,8131.9,8,0.001,0.952,0.047,0.952,0.513,29.4,0.00,1,2709,498
397,BossLose,BossDeath,41.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,114,2000,0.00,0.77,0.84,1,10,8,9,-6.217,-1.0,-1.0,-1.0,-1.0,189.5,3,37.8,14.2,66.4,33.8,10.6,45.2,70.2,22.6,92.9,3006.0,11743.2,6534.3,29,0.001,0.912,0.087,0.747,0.962,30.8,0.00,0,1552,528
399,BossLose,BossDeath,61.2,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,18,2000,0.00,0.94,1.00,0,13,7,14,-8.605,-1.0,-1.0,-1.0,-1.0,291.3,3,34.2,7.7,49.1,31.3,6.7,47.2,63.8,22.1,88.0,6318.7,13002.5,8974.8,14,0.000,0.952,0.047,0.672,0.600,28.3,0.00,0,2056,1345
400,BossLose,BossDeath,38.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,44,2000,0.00,0.85,1.00,1,9,7,8,-1.582,-1.0,-1.0,-1.0,-1.0,178.4,3,37.7,14.1,43.3,34.0,14.2,39.2,70.5,22.6,77.9,3060.7,10303.5,6373.4,34,0.001,0.926,0.073,0.922,0.960,32.3,0.00,0,1775,240
401,BossLose,BossDeath,51.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,93,2000,0.00,0.88,0.81,1,13,13,9,-5.357,-1.0,-1.0,-1.0,-1.0,241.0,3,36.0,19.5,48.1,36.7,11.6,44.3,72.0,33.8,85.5,4067.5,9132.1,12341.2,46,0.000,0.932,0.068,0.567,0.994,31.1,0.00,0,1466,991
402,BossLose,BossDeath,52.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,46,2000,0.00,0.85,1.00,1,13,9,10,-3.315,-1.0,-1.0,-1.0,-1.0,243.1,3,37.8,11.0,50.5,34.7,18.8,40.5,71.4,22.1,86.6,2880.8,11346.8,7014.8,47,0.000,0.931,0.069,0.817,0.910,32.1,0.00,0,2133,506
403,BossLose,BossDeath,56.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,134,2000,0.00,0.57,0.98,2,15,9,12,4.356,-1.0,-1.0,-1.0,-1.0,262.1,3,33.7,11.0,47.2,35.5,19.5,43.0,68.3,33.8,81.9,9571.9,17371.6,9225.9,35,0.001,0.929,0.069,0.815,0.951,28.0,0.00,1,2298,553
404,BossLose,BossDeath,57.9,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,152,2000,0.00,0.49,1.00,3,14,13,9,-5.356,-1.0,-1.0,-1.0,-1.0,274.6,3,35.8,12.6,47.2,36.5,19.3,42.8,71.3,22.1,85.8,3654.3,8150.8,10961.7,47,0.001,0.949,0.050,0.550,0.742,32.3,0.00,2,1592,1245
405,BossLose,BossDeath,51.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,10,6,15,-2.602,-1.0,-1.0,-1.0,-1.0,241.0,3,38.0,14.1,47.3,34.5,18.1,39.5,71.5,24.8,81.1,3512.0,11598.8,6404.0,53,0.002,0.939,0.059,0.832,0.344,34.9,0.00,0,2135,532
406,BossLose,BossDeath,57.0,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,61,2000,0.00,0.80,1.00,1,10,10,13,1.551,-1.0,-1.0,-1.0,-1.0,265.0,3,37.9,12.2,42.1,34.7,18.6,40.9,71.7,22.1,79.6,2989.0,11687.8,6330.9,59,0.001,0.930,0.068,0.919,0.428,32.7,0.00,1,2618,383
407,BossLose,BossDeath,41.0,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,6,8,9.019,-1.0,36.7,-1.0,-1.0,184.6,3,36.3,14.3,55.2,31.7,4.6,52.6,67.1,22.6,94.3,4992.7,7301.7,12105.1,26,0.000,0.900,0.100,0.789,0.476,29.1,0.00,0,1619,419
408,BossLose,BossDeath,85.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,6,2000,0.00,0.98,1.00,0,21,9,15,-8.584,-1.0,-1.0,-1.0,-1.0,400.2,3,36.4,17.1,52.3,35.6,12.4,44.9,71.0,22.1,90.4,10332.4,17480.7,16592.8,80,0.001,0.932,0.068,0.685,0.731,32.6,0.00,0,2942,1652
409,BossLose,BossDeath,71.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,300,2000,0.00,1.00,0.00,0,16,19,2,-0.865,-1.0,22.4,-1.0,22.4,332.4,3,33.9,11.3,46.9,36.8,14.1,44.4,69.2,29.0,83.5,5144.9,10280.9,5351.2,21,0.001,0.932,0.067,0.870,0.496,34.8,0.00,0,3104,475
410,BossLose,BossDeath,41.8,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,4,10,7,-7.418,-1.0,-1.0,-1.0,-1.0,193.4,3,35.3,13.1,47.2,36.9,10.8,42.5,71.5,19.9,85.1,3689.3,9402.2,13391.9,32,0.000,0.925,0.074,0.642,0.223,33.1,0.00,0,1341,693
411,BossLose,BossDeath,64.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,11,15,10,-9.326,-1.0,-1.0,-1.0,-1.0,308.2,3,35.9,19.5,47.7,38.1,11.4,42.5,73.7,33.8,85.4,5554.4,10052.5,14354.9,39,0.000,0.950,0.049,0.587,0.527,32.5,0.00,0,1903,1307
412,BossLose,BossDeath,44.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,196,2000,0.00,0.54,0.81,2,10,11,11,-5.604,-1.0,-1.0,-1.0,-1.0,212.2,3,31.6,10.9,46.8,33.9,11.0,42.6,64.2,33.8,84.9,6449.2,8341.1,13591.4,21,0.001,0.956,0.043,0.561,0.973,26.9,0.00,0,1245,886
413,BossLose,BossDeath,50.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,8,10,-5.311,-1.0,-1.0,-1.0,-1.0,228.5,3,35.5,18.6,46.8,36.8,12.0,41.3,71.5,22.1,85.0,2232.4,7915.4,10127.1,57,0.001,0.899,0.100,0.700,0.381,35.3,0.00,0,1781,752
414,BossLose,BossDeath,46.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,83,2000,0.00,0.86,0.86,1,10,9,8,-8.311,-1.0,-1.0,-1.0,-1.0,218.4,3,35.6,19.5,45.9,37.7,10.5,43.7,73.0,33.8,84.5,3555.4,9550.5,10329.9,44,0.000,0.940,0.060,0.653,0.732,31.0,0.00,0,1519,795
415,BossLose,BossDeath,61.1,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,6,2000,0.00,1.00,0.98,0,13,13,12,-6.779,-1.0,-1.0,-1.0,-1.0,280.2,3,37.1,19.5,48.7,32.0,5.5,43.2,68.0,33.8,85.7,6335.6,12491.8,10751.7,18,0.000,0.918,0.082,0.585,0.503,30.8,0.00,0,1786,1216
416,BossLose,BossDeath,32.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,111,2000,0.00,0.82,0.82,1,7,7,7,-1.948,-1.0,-1.0,-1.0,-1.0,151.8,3,38.1,11.5,52.1,33.4,14.2,39.9,70.6,22.6,87.0,3098.2,12375.0,5065.4,18,0.001,0.934,0.065,0.935,0.906,32.5,0.00,0,1520,176
417,BossLose,BossDeath,53.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,237,2000,0.00,0.70,0.51,3,13,9,11,-2.634,-1.0,-1.0,-1.0,-1.0,245.1,3,34.9,11.1,49.9,32.6,10.3,44.9,66.2,29.0,88.4,3321.0,8847.7,9830.3,35,0.001,0.919,0.081,0.706,0.890,27.1,0.00,2,1883,852
418,BossLose,BossDeath,51.4,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,5,6,13,0.531,-1.0,-1.0,-1.0,-1.0,233.7,3,37.5,11.3,51.2,35.1,13.2,44.0,71.6,19.9,84.7,3962.2,9917.0,11403.8,20,0.002,0.909,0.089,0.807,0.193,36.9,0.00,0,2074,524
419,BossLose,BossDeath,43.3,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,105,2000,0.00,0.67,0.98,1,10,10,6,-1.085,-1.0,-1.0,-1.0,-1.0,207.3,3,30.3,10.6,47.8,33.8,12.0,46.3,62.0,19.9,87.1,6104.5,8804.3,10255.8,30,0.001,0.957,0.042,0.648,0.964,26.1,0.00,0,1403,631
420,BossLose,BossDeath,41.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,57,2000,0.00,0.94,0.87,1,7,10,8,-6.150,-1.0,-1.0,-1.0,-1.0,191.8,3,37.2,19.5,55.3,34.7,11.2,46.6,71.4,33.8,85.5,2939.5,10043.1,7407.3,26,0.001,0.916,0.084,0.755,0.665,29.7,0.00,0,1582,541
421,BossLose,BossDeath,41.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,72,2000,0.00,0.78,0.98,1,11,9,6,-7.109,-1.0,-1.0,-1.0,-1.0,198.0,3,31.2,9.9,47.4,34.5,10.8,43.1,64.7,33.8,84.8,7162.7,7978.8,13425.0,14,0.001,0.956,0.043,0.588,0.977,28.0,0.00,1,1219,746
422,BossLose,BossDeath,52.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,8,14,-5.946,-1.0,-1.0,-1.0,-1.0,245.3,3,36.1,10.8,52.2,35.4,15.0,43.3,70.7,33.8,83.0,5943.2,8916.2,11599.7,48,0.000,0.933,0.067,0.703,0.408,35.6,0.00,0,1848,911
423,BossLose,BossDeath,61.9,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,181,2000,0.00,0.40,1.00,2,15,13,3,-5.302,-1.0,-1.0,-1.0,-1.0,293.4,3,32.4,11.3,46.8,39.0,14.2,48.4,70.8,29.0,89.2,7070.8,12600.2,13486.6,68,0.001,0.948,0.052,0.700,0.986,28.2,0.00,0,2166,733
424,BossLose,BossDeath,46.4,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,6,12,-4.977,-1.0,-1.0,-1.0,-1.0,213.8,3,39.6,19.3,57.4,34.3,12.2,39.8,73.4,33.8,84.8,3155.1,11699.4,6497.9,36,0.000,0.922,0.078,0.829,0.784,32.6,0.00,0,1923,458
425,BossLose,BossDeath,67.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,43,2000,0.00,0.93,0.93,1,14,14,12,-1.727,-1.0,-1.0,-1.0,-1.0,316.8,3,37.4,14.1,44.6,34.8,17.2,40.8,71.1,24.8,80.0,4250.3,11929.1,7635.5,81,0.001,0.941,0.058,0.784,0.668,33.3,0.00,1,2637,795
426,BossLose,BossDeath,46.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,83,2000,0.00,0.86,0.86,1,8,10,12,-4.348,-1.0,-1.0,-1.0,-1.0,222.5,3,35.5,14.2,52.4,33.8,11.3,40.2,68.3,29.0,88.8,4768.8,10953.8,7151.9,35,0.001,0.950,0.049,0.749,0.475,31.2,0.00,0,1753,686
427,BossLose,BossDeath,49.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,77,2000,0.00,0.87,0.87,1,14,8,14,-2.807,-1.0,-1.0,-1.0,-1.0,232.8,3,39.7,12.8,62.3,34.8,19.5,40.4,73.9,33.8,98.2,4251.6,14667.7,6794.2,39,0.002,0.938,0.060,0.886,0.927,33.6,0.00,0,2200,376
428,BossLose,BossDeath,41.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,266,2000,0.00,0.76,0.35,2,12,6,10,-2.610,-1.0,-1.0,-1.0,-1.0,189.6,3,36.1,19.3,49.5,34.9,11.6,43.9,70.3,22.1,86.2,4643.6,7755.9,14659.6,24,0.000,0.922,0.078,0.740,0.976,28.3,0.00,1,1523,531
429,BossLose,BossDeath,41.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,119,2000,0.00,0.60,1.00,1,12,5,9,-3.516,-1.0,-1.0,-1.0,-1.0,191.7,3,38.0,12.0,42.3,34.7,19.3,38.4,72.2,33.8,78.3,2561.9,11084.0,5562.2,20,0.002,0.932,0.066,0.934,0.942,33.6,0.00,1,1920,260
430,BossLose,BossDeath,52.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,108,2000,0.00,0.64,1.00,1,16,7,12,-2.520,-1.0,-1.0,-1.0,-1.0,244.0,3,39.1,18.8,46.9,34.2,14.1,39.7,72.1,24.8,82.7,3166.8,11677.6,5939.3,26,0.001,0.928,0.070,0.938,0.933,35.1,0.00,1,2465,280
431,BossLose,BossDeath,51.1,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,9,10,9,-0.257,-1.0,-1.0,-1.0,-1.0,239.8,3,37.8,12.3,42.5,34.0,13.8,39.9,71.0,22.1,78.6,4474.3,11530.5,8057.6,43,0.000,0.939,0.061,0.932,0.342,36.2,0.00,0,2379,314
432,BossLose,BossDeath,52.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,1,2000,0.00,1.00,1.00,0,11,11,8,-3.276,-1.0,-1.0,-1.0,-1.0,240.7,3,36.9,14.1,52.3,36.2,17.3,46.6,71.1,24.8,90.3,3265.2,10676.3,8054.2,38,0.001,0.926,0.073,0.690,0.652,30.7,0.00,0,1794,842
433,BossLose,BossDeath,39.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,170,2000,0.00,0.44,1.00,2,10,7,8,11.636,-1.0,37.4,-1.0,-1.0,172.1,3,31.5,8.9,52.5,32.9,4.7,44.8,63.6,29.0,90.2,2662.3,6641.3,10250.1,12,0.002,0.881,0.118,0.768,0.989,22.3,0.00,0,1500,391
434,BossLose,BossDeath,47.3,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,88,2000,0.00,0.84,0.86,1,9,10,8,-1.854,-1.0,-1.0,-1.0,-1.0,222.8,3,39.3,11.2,62.8,34.8,19.5,45.7,73.6,33.8,89.9,3534.7,12026.9,6495.7,39,0.002,0.941,0.057,0.891,0.804,33.2,0.00,0,2109,309
436,BossLose,BossDeath,55.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,160,2000,0.00,0.60,0.87,2,14,8,8,-1.478,-1.0,-1.0,-1.0,-1.0,251.5,3,36.3,14.2,58.2,38.4,11.2,60.0,73.7,22.6,100.2,5947.2,13914.2,13605.6,38,0.001,0.903,0.095,0.816,0.954,31.3,0.00,1,2273,775
437,BossLose,BossDeath,46.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,12,7,12,-1.932,-1.0,-1.0,-1.0,-1.0,218.7,3,38.7,11.0,51.9,33.9,14.3,38.9,71.7,22.6,87.1,3257.1,13214.4,6467.9,30,0.000,0.938,0.062,0.943,0.939,33.2,0.00,0,2201,256
438,BossLose,BossDeath,52.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,142,2000,0.00,0.65,0.88,2,12,10,9,-2.348,-1.0,-1.0,-1.0,-1.0,242.3,3,36.3,19.5,48.0,36.8,11.1,41.2,72.8,33.8,85.8,4619.9,8844.6,12701.4,44,0.001,0.923,0.076,0.730,0.728,33.3,0.00,1,1917,717
439,BossLose,BossDeath,46.8,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,51,2000,0.00,1.00,0.83,1,12,13,8,-8.743,-1.0,-1.0,-1.0,-1.0,222.6,3,34.5,12.8,47.2,38.0,11.7,56.3,71.5,19.9,97.9,5467.0,9156.4,13093.0,30,0.001,0.952,0.047,0.634,0.992,34.5,0.00,1,1483,808
440,BossLose,BossDeath,51.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,39,2000,0.00,1.00,0.87,1,14,9,9,-4.428,-1.0,-1.0,-1.0,-1.0,232.4,3,36.7,14.2,49.2,35.1,11.0,51.9,70.4,22.6,94.3,3664.0,7193.7,11860.7,33,0.002,0.912,0.086,0.601,0.975,32.0,0.00,0,1531,900
441,BossLose,BossDeath,47.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,112,2000,0.00,1.00,0.63,1,13,10,11,-5.470,-1.0,-1.0,-1.0,-1.0,225.2,3,36.5,14.2,53.5,33.8,11.0,40.2,69.4,29.0,89.9,3347.8,11052.7,5673.3,29,0.000,0.945,0.055,0.771,0.780,31.9,0.00,0,1838,616
442,BossLose,BossDeath,47.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,112,2000,0.00,0.75,0.88,2,12,7,11,9.516,32.7,-1.0,-1.0,-1.0,205.0,3,34.1,1.6,60.1,35.5,10.8,50.0,66.3,20.6,95.5,3131.2,10017.1,7388.0,13,0.001,0.862,0.137,0.831,0.930,30.3,0.00,0,1977,359
443,BossLose,BossDeath,61.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,68,2000,0.00,0.86,0.91,1,15,11,14,0.941,-1.0,-1.0,-1.0,-1.0,292.8,3,37.1,19.3,54.0,34.4,11.8,40.6,70.4,22.1,88.8,4269.3,11405.2,7589.4,57,0.000,0.950,0.050,0.770,0.938,33.8,0.00,1,2374,786
444,BossLose,BossDeath,61.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,66,2000,0.00,1.00,0.78,1,15,16,10,-3.398,-1.0,-1.0,-1.0,-1.0,285.3,3,33.9,12.4,46.9,37.2,12.0,49.4,70.3,22.1,85.3,4272.9,9242.1,12352.4,31,0.001,0.935,0.064,0.683,0.792,31.6,0.00,1,2084,963
445,BossLose,BossDeath,37.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,5,8,8,-11.581,-1.0,-1.0,-1.0,-1.0,173.4,3,35.5,18.6,47.3,37.5,14.1,42.4,72.1,24.8,85.1,2646.7,8653.3,7749.4,42,0.001,0.932,0.067,0.558,0.417,37.3,0.00,0,1038,791
446,BossLose,BossDeath,55.7,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,14,2000,0.00,0.95,1.00,1,12,7,14,-0.582,-1.0,-1.0,-1.0,-1.0,260.7,3,39.8,12.8,63.1,35.0,19.5,41.4,74.1,33.8,99.8,3326.8,13706.2,6059.5,44,0.000,0.937,0.063,0.868,0.561,33.9,0.00,0,2416,486
447,BossLose,BossDeath,51.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,265,2000,0.00,1.00,0.12,2,9,9,9,2.825,-1.0,-1.0,-1.0,-1.0,227.5,3,34.3,11.1,55.9,31.9,5.3,54.6,59.9,12.7,86.2,6643.9,9918.8,12305.8,24,0.001,0.884,0.115,0.741,0.232,26.8,0.00,1,1908,723
448,BossLose,BossDeath,43.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,39,2000,0.00,1.00,0.87,1,9,8,13,-3.689,-1.0,-1.0,-1.0,-1.0,205.1,3,37.8,14.1,47.1,34.3,15.9,40.2,71.0,24.8,84.0,3207.5,11197.6,5123.1,47,0.002,0.937,0.062,0.840,0.715,32.4,0.00,1,1839,443
449,BossLose,BossDeath,44.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,87,2000,0.00,0.85,0.85,1,12,8,7,-5.221,-1.0,-1.0,-1.0,-1.0,201.0,3,36.1,19.5,41.6,37.5,11.0,43.0,73.0,33.8,80.5,1296.4,6003.7,8350.1,66,0.002,0.896,0.102,0.830,0.956,34.6,0.00,1,1862,416
450,BossLose,BossDeath,51.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,8,10,9,-1.925,-1.0,-1.0,-1.0,-1.0,227.7,3,38.0,13.4,63.2,36.8,11.5,50.0,73.8,19.9,98.5,3372.5,11063.5,11674.1,40,0.000,0.891,0.109,0.902,0.323,32.4,0.00,0,2307,313
451,BossLose,BossDeath,55.1,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,105,2000,0.00,0.66,0.99,1,10,8,10,16.756,44.0,-1.0,-1.0,-1.0,245.8,3,31.1,4.8,60.6,36.2,11.0,50.2,67.0,33.8,85.6,6968.1,6997.6,10756.4,30,0.001,0.892,0.107,0.792,0.495,26.3,0.00,1,2182,522
